resultsId,seasonId,raceId,pos,number,teamId,driverId,laps,time,gap,interval,kp/h,best,lap,POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,is_dnf,best_lap_seconds
5124,10,120,12,48,,,,,,,,,,,,Classified,34,53:12.8,9.762,0.485,24,01:15.8,139.4,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5125,10,120,13,11,,,,,,,,,,,,Classified,34,53:13.9,10.819,1.057,28,01:15.9,139,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5126,10,120,14,21,,,,,,,,,,,,Classified,34,53:16.7,13.677,2.858,29,01:15.5,139.8,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,19,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5127,10,120,15,18,,,,,,,,,,,,Classified,34,53:17.4,14.379,0.702,26,01:16.0,139,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,20,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5128,10,120,16,3,,,,,,,,,,,,Classified,34,53:20.6,17.511,3.132,28,01:16.0,139,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,15,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5129,10,120,17,33,,,,,,,,,,,,Classified,34,53:21.0,17.884,0.373,24,01:16.1,138.7,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,22,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5130,10,120,18,17,,,,,,,,,,,,Classified,34,53:22.0,18.889,1.005,15,01:15.9,139.2,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5131,10,120,19,4,,,,,,,,,,,,Classified,34,53:22.2,19.124,0.235,27,01:15.6,139.6,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,7,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5132,10,120,,5,,,,,,,,,,,,Not classified,31,49:28.0,,,27,01:15.7,139.4,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,10,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5133,10,120,,51,,,,,,,,,,,,Not classified,25,41:45.4,,,24,01:16.3,138.3,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,17,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5134,10,120,,37,,,,,,,,,,,,Not classified,14,22:38.7,,,14,01:17.6,136.1,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5135,10,121,1,7,,,,,,,,,,,,Classified,35,53:34.7,-,-,13,01:21.7,113.8,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,8,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5136,10,121,2,22,,,,,,,,,,,,Classified,35,53:35.4,0.755,0.755,10,01:22.2,113.1,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,7,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5137,10,121,3,1,,,,,,,,,,,,Classified,35,53:36.1,1.405,0.65,13,01:22.2,113.1,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,5,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5138,10,121,4,13,,,,,,,,,,,,Classified,35,53:36.5,1.822,0.417,13,01:22.3,112.9,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,15,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5139,10,121,5,94,,,,,,,,,,,,Classified,35,53:38.6,3.897,2.075,13,01:22.3,113,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5140,10,121,6,51,,,,,,,,,,,,Classified,35,53:39.6,4.983,1.086,27,01:22.6,112.5,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,18,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5141,10,121,7,37,,,,,,,,,,,,Classified,35,53:40.2,5.542,0.559,19,01:21.9,113.5,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5142,10,121,8,4,,,,,,,,,,,,Classified,35,53:40.6,5.929,0.387,13,01:22.4,112.8,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,10,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5143,10,121,9,3,,,,,,,,,,,,Classified,35,53:41.2,6.504,0.575,13,01:22.6,112.6,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,16,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5144,10,121,10,23,,,,,,,,,,,,Classified,35,53:41.7,7.016,0.512,19,01:22.4,112.8,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,14,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5145,10,121,11,25,,,,,,,,,,,,Classified,35,53:42.2,7.583,0.567,19,01:22.9,112.1,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,4,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5146,10,121,12,16,,,,,,,,,,,,Classified,35,53:43.1,8.467,0.884,14,01:23.1,111.9,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,9,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5147,10,121,13,5,,,,,,,,,,,,Classified,35,53:43.5,8.859,0.392,13,01:22.6,112.5,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,11,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5148,10,121,14,9,,,,,,,,,,,,Classified,35,53:44.0,9.316,0.457,14,01:23.1,111.9,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,3,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5149,10,121,15,17,,,,,,,,,,,,Classified,35,53:44.2,9.573,0.257,26,01:22.6,112.5,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5150,10,121,16,2,,,,,,,,,,,,Classified,35,53:44.4,9.735,0.162,14,01:23.1,111.8,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,12,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5151,10,121,17,18,,,,,,,,,,,,Classified,35,53:49.8,15.096,5.361,14,01:22.6,112.6,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,21,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5152,10,121,18,33,,,,,,,,,,,,Classified,35,54:24.1,49.418,34.322,25,01:22.8,112.2,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,22,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5153,10,121,,8,,,,,,,,,,,,Not classified,34,54:10.5,,,27,01:19.7,116.6,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,6,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5154,10,121,,11,,,,,,,,,,,,Not classified,17,24:13.5,,,14,01:22.9,112.2,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,19,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5155,10,121,,21,,,,,,,,,,,,Not classified,17,24:14.0,,,14,01:23.0,112.1,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5156,10,121,,48,,,,,,,,,,,,Disqualified,35,53:39.0,,,13,01:21.9,113.5,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,17,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5157,10,122,1,22,,,,,,,,,,,,Classified,28,40:05.2,-,-,28,01:19.7,152.7,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,3,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5158,10,122,2,1,,,,,,,,,,,,Classified,28,40:08.2,3.003,3.003,26,01:19.9,152.4,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,4,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5159,10,122,3,7,,,,,,,,,,,,Classified,28,40:09.0,3.788,0.785,28,01:20.8,150.8,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,5,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5160,10,122,4,33,,,,,,,,,,,,Classified,28,40:09.7,4.554,0.766,26,01:20.7,150.9,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,22,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5161,10,122,5,9,,,,,,,,,,,,Classified,28,40:10.8,5.673,1.119,26,01:20.4,151.5,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,6,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5162,10,122,6,25,,,,,,,,,,,,Classified,28,40:12.7,7.559,1.886,28,01:20.7,150.8,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,7,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5163,10,122,7,17,,,,,,,,,,,,Classified,28,40:12.8,7.588,0.029,26,01:20.1,152,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,14,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5164,10,122,8,2,,,,,,,,,,,,Classified,28,40:12.8,7.639,0.051,27,01:20.9,150.4,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,13,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5165,10,122,9,23,,,,,,,,,,,,Classified,28,40:12.9,7.768,0.129,27,01:20.7,150.8,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,15,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5166,10,122,10,11,,,,,,,,,,,,Classified,28,40:13.1,7.967,0.199,27,01:20.6,151.1,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,19,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5167,10,122,11,51,,,,,,,,,,,,Classified,28,40:13.5,8.311,0.344,27,01:20.6,151.1,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5168,10,122,12,16,,,,,,,,,,,,Classified,28,40:18.6,13.447,5.136,25,01:21.7,149,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,10,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5169,10,122,13,5,,,,,,,,,,,,Classified,28,40:18.9,13.705,0.258,25,01:22.2,148.2,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5170,10,122,14,21,,,,,,,,,,,,Classified,28,40:23.2,18.051,4.346,27,01:21.4,149.6,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5171,10,122,15,3,,,,,,,,,,,,Classified,28,41:02.7,57.526,39.475,26,01:20.8,150.6,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5172,10,122,16,94,,,,,,,,,,,,Classified,28,41:10.1,+1:04.968,7.442,24,01:19.9,152.3,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,1,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5173,10,122,17,4,,,,,,,,,,,,Classified,28,41:23.5,+1:18.360,13.392,22,01:23.5,145.9,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,9,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5174,10,122,,18,,,,,,,,,,,,Not classified,27,38:54.2,,,27,01:21.3,149.7,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,21,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5175,10,122,,8,,,,,,,,,,,,Not classified,25,37:33.9,,,25,01:21.7,149.1,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,8,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5176,10,122,,37,,,,,,,,,,,,Not classified,23,34:23.6,,,23,01:21.1,150.1,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,2,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5177,10,122,,48,,,,,,,,,,,,Not classified,0,,,,0,,,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,18,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5178,10,122,,13,,,,,,,,,,,,Disqualified,28,40:04.8,,,28,01:19.8,152.6,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,11,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5179,10,123,1,94,,,,,,,,,,,,Classified,26,37:05.2,-,-,22,01:19.5,153.1,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,4,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5180,10,123,2,1,,,,,,,,,,,,Classified,26,37:07.2,1.933,1.933,22,01:19.8,152.5,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5181,10,123,3,37,,,,,,,,,,,,Classified,26,37:07.5,2.221,0.288,25,01:19.6,153,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,5,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5182,10,123,4,51,,,,,,,,,,,,Classified,26,37:07.5,2.271,0.05,17,01:19.9,152.4,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,17,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5183,10,123,5,23,,,,,,,,,,,,Classified,26,37:10.5,5.23,2.959,23,01:20.0,152.3,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,16,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5184,10,123,6,3,,,,,,,,,,,,Classified,26,37:11.0,5.727,0.497,23,01:20.0,152.2,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5185,10,123,7,25,,,,,,,,,,,,Classified,26,37:12.0,6.794,1.067,22,01:19.9,152.4,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,7,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5186,10,123,8,5,,,,,,,,,,,,Classified,26,37:13.5,8.236,1.442,26,01:20.2,151.9,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,14,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5187,10,123,9,18,,,,,,,,,,,,Classified,26,37:14.0,8.714,0.478,20,01:19.9,152.4,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,22,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5188,10,123,10,8,,,,,,,,,,,,Classified,26,37:17.2,11.912,3.198,24,01:19.6,152.9,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,8,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5189,10,123,11,11,,,,,,,,,,,,Classified,26,37:17.7,12.415,0.503,23,01:20.0,152.2,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,19,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5190,10,123,12,7,,,,,,,,,,,,Classified,26,37:18.6,13.387,0.972,20,01:20.1,152,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,3,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5191,10,123,13,48,,,,,,,,,,,,Classified,26,37:19.4,14.171,0.784,18,01:20.2,151.9,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5192,10,123,14,33,,,,,,,,,,,,Classified,26,37:23.1,17.875,3.704,18,01:20.1,152.1,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,15,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5193,10,123,15,21,,,,,,,,,,,,Classified,26,37:27.2,21.935,4.06,17,01:20.4,151.4,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5194,10,123,16,17,,,,,,,,,,,,Classified,25,37:24.4,1 Lap,1 Lap,21,01:19.5,153.1,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,9,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5195,10,123,17,13,,,,,,,,,,,,Classified,25,37:48.2,1 Lap,23.844,25,01:18.7,154.7,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5196,10,123,,9,,,,,,,,,,,,Not classified,26,38:34.8,,,16,01:20.8,150.7,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,6,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5197,10,123,,22,,,,,,,,,,,,Not classified,25,35:42.3,,,24,01:19.5,153.1,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,1,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5198,10,123,,2,,,,,,,,,,,,Not classified,22,33:24.9,,,22,01:20.0,152.1,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,10,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5199,10,123,,16,,,,,,,,,,,,Not classified,14,22:16.9,,,9,01:21.7,149.1,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,12,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5200,10,123,,4,,,,,,,,,,,,Not classified,6,08:40.8,,,6,01:22.2,148,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,11,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5201,10,124,1,9,,,,,,,,,,,,Classified,31,58:15.5,-,-,30,01:32.2,130.3,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,7,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5202,10,124,2,37,,,,,,,,,,,,Classified,31,58:16.4,0.946,0.946,31,01:31.6,131.2,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,4,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5203,10,124,3,2,,,,,,,,,,,,Classified,31,58:19.3,3.835,2.889,29,01:32.6,129.8,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,11,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5204,10,124,4,25,,,,,,,,,,,,Classified,31,58:20.3,4.799,0.964,28,01:31.9,130.7,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,6,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5205,10,124,5,94,,,,,,,,,,,,Classified,31,58:21.8,6.378,1.579,29,01:31.8,130.9,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,1,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5206,10,124,6,22,,,,,,,,,,,,Classified,31,58:22.2,6.792,0.414,29,01:32.1,130.5,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,3,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5207,10,124,7,13,,,,,,,,,,,,Classified,31,58:22.8,7.364,0.572,29,01:32.1,130.4,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,14,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5208,10,124,8,23,,,,,,,,,,,,Classified,31,58:23.4,7.928,0.564,29,01:32.4,130,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,15,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5209,10,124,9,7,,,,,,,,,,,,Classified,31,58:23.7,8.262,0.334,29,01:32.2,130.2,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,5,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5210,10,124,10,17,,,,,,,,,,,,Classified,31,58:24.5,9.045,0.783,23,01:32.1,130.4,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,10,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5211,10,124,11,11,,,,,,,,,,,,Classified,31,58:25.3,9.889,0.844,29,01:32.5,129.8,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5212,10,124,12,21,,,,,,,,,,,,Classified,31,58:25.6,10.183,0.294,29,01:32.5,129.8,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,22,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5213,10,124,13,33,,,,,,,,,,,,Classified,31,58:33.5,17.999,7.816,27,01:34.0,127.8,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5214,10,124,14,8,,,,,,,,,,,,Classified,31,58:33.6,18.128,0.129,23,01:33.5,128.5,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,23,Taylor,BARNARD,,GBR,GBR,BAR,,,,,,,,
5215,10,124,15,16,,,,,,,,,,,,Classified,31,58:33.9,18.452,0.324,23,01:33.9,128,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,13,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5216,10,124,16,5,,,,,,,,,,,,Classified,31,58:34.5,18.996,0.544,31,01:32.3,130.2,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,9,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5217,10,124,17,4,,,,,,,,,,,,Classified,31,58:34.6,19.106,0.11,27,01:33.0,129.2,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,12,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5218,10,124,18,3,,,,,,,,,,,,Classified,31,58:40.0,24.573,5.467,27,01:33.3,128.7,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5219,10,124,19,1,,,,,,,,,,,,Classified,31,58:47.5,32.032,7.459,31,01:31.1,131.9,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5220,10,124,20,18,,,,,,,,,,,,Classified,31,59:27.7,+1:12.269,40.237,31,01:31.1,131.9,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,19,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5221,10,124,,51,,,,,,,,,,,,Not classified,23,44:04.8,,,23,01:33.5,128.5,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5222,10,124,,48,,,,,,,,,,,,Not classified,3,05:14.2,,,2,01:40.6,119.4,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5223,10,125,1,37,,,,,,,,,,,,Classified,46,01:54.9,-,-,46,01:03.4,133.1,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,2,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5224,10,125,2,25,,,,,,,,,,,,Classified,46,01:59.6,4.651,4.651,44,01:04.7,130.3,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,7,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5225,10,125,3,22,,,,,,,,,,,,Classified,46,01:59.9,4.915,0.264,44,01:04.7,130.4,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,4,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5226,10,125,4,9,,,,,,,,,,,,Classified,46,02:00.3,5.34,0.425,45,01:04.6,130.7,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,5,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5227,10,125,5,94,,,,,,,,,,,,Classified,46,02:00.6,5.631,0.291,44,01:04.8,130.2,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,1,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
